,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,0.0025965607115869503,0.0004928416837334355,0.003716746633804987,0.05568137112431189,0.020347104043069116,0.0022764330119620655,0.008789383694635285,1.3105833123522387e-06,0.00012262515571473593,0.015289059482552759,0.002578393298934975,0.011834416757180418,0.022624498500442534,0.044673378072541035,0.03358217179842376,0.11600826018822674,0.00016995880481109624,0.052234662676512104,0.012672056826555044,0.05015725267655541,0.008114480887197066,0.009788248489910872,0.003720182196042938,0.05439158286418377,0.004304347055872027,0.01925622106114607,0.01490053303799468,0.017823686364517994,0.0342752244048194,0.02672964912472393,0.005595723577823982,0.01089752553864938,0.03596865521243324,0.0366984652624704,0.011603754295685366,0.004053098885927641,6.065325465452347e-06,0.031053644788275207,0.004283339484997243,0.0008045462037407672,0.020969606704564284,0.011410261620978617,0.014518157670641142,0.01590556344094544,0.008210273675696083,0.008900887332150742,0.0001235841087378027,0.10774661332662619,9.617594010407927e-07,0.015155398913189306,0.011179783483921978,0.015477167986222324,0.01465428590341451,0.012479576141021484,0.010374141952380327,0.00016584623708844847,0.0308731046087163,0.005103811816987959,1.2292287748573297e-05,0.021665527741570826,0.015372638410984185,0.007074547832930935,0.012820446532230348,0.017329210081896942,0.007607296842785669,0.007690950210921228,0.00027630291063394523,0.005488130560333137,0.006834866627943067,0.00961828379159238,0.00012144216887596907,0.0007327449033268147,7.819518621634389e-05,0.008576270216889512,0.021706184724347734,0.050386521470002804,0.022683541351203353,0.013302777476521085,0.015185814908948287,3.2206258312921925e-05,0.02165493337347797,0.014369255320971443,0.018643020085674342,0.03856982729228428,0.015739594836541804,0.045529843155233986,0.016553131341176607,0.01806465086428453,0.014248961371513713,0.010028039766707018,0.0054671250509226235,0.03679344886023442,0.005544099438258469,0.01070394823859182,0.028946708032086255,5.332899072605616e-05,0.0019061989146990986,0.034401380383003756,0.028953466521230594,0.003240781732300294,0.005182731790757628,0.018591095225024196,0.006981314088681555,0.01320834626087731,0.012457910229720199,0.00331696718045766,0.018008329513424605,0.006477920605191535,0.009907049686984998,0.00020533311618247147,0.008021423140708648,0.003749049385842342,0.0018819517810352566,0.03417352308592494,1.8406294126415213e-05,8.039562799936424e-05,0.03745662099213717,0.014787774551966119,0.004754482711404439,0.0141044498314585
